State,Government,Mode,Type,Year,Amount (thousands)
California,State,Highway,Expenditure,2016,10921716
California,State,Highway,Expenditure,2015,10061887
California,State,Highway,Expenditure,2014,11015679
California,State,Highway,Expenditure,2013,14298956
California,State,Highway,Expenditure,2012,13750256
California,State,Highway,Expenditure,2011,10044553
California,State,Highway,Expenditure,2010,14007070
California,State,Highway,Expenditure,2009,10661686
California,State,Highway,Expenditure,2008,13066069
California,State,Highway,Expenditure,2007,10338856
California,State,Highway,Expenditure,2006,15543482
California,State,Highway,Expenditure,2005,10319838
California,State,Highway,Expenditure,2004,8877248
California,State,Transit,Expenditure,2021,2907731
California,State,Transit,Expenditure,2020,733014
California,State,Transit,Expenditure,2019,1173502
California,State,Transit,Expenditure,2018,667670
California,State,Transit,Expenditure,2017,546167
California,State,Transit,Expenditure,2016,897325
California,State,Transit,Expenditure,2015,2206689
California,State,Transit,Expenditure,2014,1339500
California,State,Transit,Expenditure,2013,238600
California,State,Transit,Expenditure,2012,111091
California,State,Transit,Expenditure,2011,216421
California,State,Transit,Expenditure,2010,151368
California,State,Transit,Expenditure,2009,82300
California,State,Transit,Expenditure,2008,42589
California,State,Transit,Expenditure,2007,60888
California,State,Transit,Expenditure,2006,30385
California,State,Transit,Expenditure,2005,36471
California,State,Transit,Expenditure,2004,3741
California,State and Local,Highway,Expenditure,2021,34684177
California,State and Local,Highway,Expenditure,2020,32533736
California,State and Local,Highway,Expenditure,2019,27891089
California,State and Local,Highway,Expenditure,2018,25402509
California,State and Local,Highway,Expenditure,2017,22440393
California,State and Local,Highway,Expenditure,2016,24101100
California,State and Local,Highway,Expenditure,2015,23283918
California,State and Local,Highway,Expenditure,2014,24613277
California,State and Local,Highway,Expenditure,2013,26980244
California,State and Local,Highway,Expenditure,2012,26153245
California,State and Local,Highway,Expenditure,2011,21205050
California,State and Local,Highway,Expenditure,2010,25213143
California,State and Local,Highway,Expenditure,2009,22194210
California,State and Local,Highway,Expenditure,2008,23385051
California,State and Local,Highway,Expenditure,2007,20946794
California,State and Local,Highway,Expenditure,2006,24338328
California,State and Local,Highway,Expenditure,2005,18305404
California,State and Local,Highway,Expenditure,2004,16654699
California,State and Local,Transit,Expenditure,2021,21373674
California,State and Local,Transit,Expenditure,2020,16823032
California,State and Local,Transit,Expenditure,2019,16701171
California,State and Local,Transit,Expenditure,2018,14778680
California,State and Local,Transit,Expenditure,2017,15003450
California,State and Local,Transit,Expenditure,2016,13567971
California,State and Local,Transit,Expenditure,2015,14655585
California,State and Local,Transit,Expenditure,2014,13511033
California,State and Local,Transit,Expenditure,2013,11630757
California,State and Local,Transit,Expenditure,2012,10519772
California,State and Local,Transit,Expenditure,2011,10282767
California,State and Local,Transit,Expenditure,2010,9844791
California,State and Local,Transit,Expenditure,2009,9661311
California,State and Local,Transit,Expenditure,2008,8941786
California,State and Local,Transit,Expenditure,2007,8518945
California,State and Local,Transit,Expenditure,2006,7580734
California,State and Local,Transit,Expenditure,2005,7265207
California,State and Local,Transit,Expenditure,2004,7714084
Colorado,Local,Highway,Expenditure,2021,2973303
Colorado,Local,Highway,Expenditure,2020,2650846
Colorado,Local,Highway,Expenditure,2019,2657828
Colorado,Local,Highway,Expenditure,2018,2719284
Colorado,Local,Highway,Expenditure,2017,2532718
Colorado,Local,Highway,Expenditure,2016,2153471
Colorado,Local,Highway,Expenditure,2015,2132818
Colorado,Local,Highway,Expenditure,2014,2127879
Colorado,Local,Highway,Expenditure,2013,2009814
Colorado,Local,Highway,Expenditure,2012,2109959
Colorado,Local,Highway,Expenditure,2011,1847285
Colorado,Local,Highway,Expenditure,2010,2151487
Colorado,Local,Highway,Expenditure,2009,2338726
Colorado,Local,Highway,Expenditure,2008,1907375
Colorado,Local,Highway,Expenditure,2007,1961700
Colorado,Local,Highway,Expenditure,2006,1514181
Colorado,Local,Highway,Expenditure,2005,1768819
Colorado,Local,Highway,Expenditure,2004,2043381
Colorado,Local,Transit,Expenditure,2021,1096954
Colorado,Local,Transit,Expenditure,2020,1523243
Colorado,Local,Transit,Expenditure,2019,1252400
Colorado,Local,Transit,Expenditure,2018,1219116
Colorado,Local,Transit,Expenditure,2017,1439796
Colorado,Local,Transit,Expenditure,2016,1610107
Colorado,Local,Transit,Expenditure,2015,1598644
Colorado,Local,Transit,Expenditure,2014,1467795
Colorado,Local,Transit,Expenditure,2013,1345406
Colorado,Local,Transit,Expenditure,2012,1145692
Colorado,Local,Transit,Expenditure,2011,747086
Colorado,Local,Transit,Expenditure,2010,777399
Colorado,Local,Transit,Expenditure,2009,766038
Colorado,Local,Transit,Expenditure,2008,591370
Colorado,Local,Transit,Expenditure,2007,695532
Colorado,Local,Transit,Expenditure,2006,656023
Colorado,Local,Transit,Expenditure,2005,574946
Colorado,Local,Transit,Expenditure,2004,491364
Colorado,State,Highway,Expenditure,2021,2467486
Colorado,State,Highway,Expenditure,2020,2574485
Colorado,State,Highway,Expenditure,2019,2041278
Colorado,State,Highway,Expenditure,2018,2397969
Colorado,State,Highway,Expenditure,2017,2406792
Colorado,State,Highway,Expenditure,2016,2200920
Colorado,State,Highway,Expenditure,2015,2218093
Colorado,State,Highway,Expenditure,2014,1924766
Colorado,State,Highway,Expenditure,2013,1725912
Colorado,State,Highway,Expenditure,2012,1611768
Colorado,State,Highway,Expenditure,2011,1766719
Colorado,State,Highway,Expenditure,2010,1654748
Colorado,State,Highway,Expenditure,2009,1469224
Colorado,State,Highway,Expenditure,2008,1549440
Colorado,State,Highway,Expenditure,2007,1202231
Colorado,State,Highway,Expenditure,2006,1539946
Colorado,State,Highway,Expenditure,2005,1648359
Colorado,State,Highway,Expenditure,2004,1874527
Colorado,State,Transit,Expenditure,2021,0
Colorado,State,Transit,Expenditure,2020,0
Colorado,State,Transit,Expenditure,2019,0
Colorado,State,Transit,Expenditure,2018,0
Colorado,State,Transit,Expenditure,2017,0
Colorado,State,Transit,Expenditure,2016,0
Colorado,State,Transit,Expenditure,2015,0
Colorado,State,Transit,Expenditure,2014,0
Colorado,State,Transit,Expenditure,2013,0
Colorado,State,Transit,Expenditure,2012,0
Colorado,State,Transit,Expenditure,2011,0
Colorado,State,Transit,Expenditure,2010,0
Colorado,State,Transit,Expenditure,2009,0
Colorado,State,Transit,Expenditure,2008,0
Colorado,State,Transit,Expenditure,2007,0
Colorado,State,Transit,Expenditure,2006,0
Colorado,State,Transit,Expenditure,2005,0
Colorado,State,Transit,Expenditure,2004,0
Colorado,State and Local,Highway,Expenditure,2021,5440789
Colorado,State and Local,Highway,Expenditure,2020,5225331
Colorado,State and Local,Highway,Expenditure,2019,4699106
Colorado,State and Local,Highway,Expenditure,2018,5117253
Colorado,State and Local,Highway,Expenditure,2017,4939510
Colorado,State and Local,Highway,Expenditure,2016,4354391
Colorado,State and Local,Highway,Expenditure,2015,4350911
Colorado,State and Local,Highway,Expenditure,2014,4052645
Colorado,State and Local,Highway,Expenditure,2013,3735726
Colorado,State and Local,Highway,Expenditure,2012,3721727
Colorado,State and Local,Highway,Expenditure,2011,3614004
Colorado,State and Local,Highway,Expenditure,2010,3806235
Colorado,State and Local,Highway,Expenditure,2009,3807950
Colorado,State and Local,Highway,Expenditure,2008,3456815
Colorado,State and Local,Highway,Expenditure,2007,3163931
Colorado,State and Local,Highway,Expenditure,2006,3054127
Colorado,State and Local,Highway,Expenditure,2005,3417178
Colorado,State and Local,Highway,Expenditure,2004,3917908
Colorado,State and Local,Transit,Expenditure,2021,1096954
Colorado,State and Local,Transit,Expenditure,2020,1523243
Colorado,State and Local,Transit,Expenditure,2019,1252400
Colorado,State and Local,Transit,Expenditure,2018,1219116
Colorado,State and Local,Transit,Expenditure,2017,1439796
Colorado,State and Local,Transit,Expenditure,2016,1610107
Colorado,State and Local,Transit,Expenditure,2015,1598644
Colorado,State and Local,Transit,Expenditure,2014,1467795
Colorado,State and Local,Transit,Expenditure,2013,1345406
Colorado,State and Local,Transit,Expenditure,2012,1145692
Colorado,State and Local,Transit,Expenditure,2011,747086
Colorado,State and Local,Transit,Expenditure,2010,777399
Colorado,State and Local,Transit,Expenditure,2009,766038
Colorado,State and Local,Transit,Expenditure,2008,591370
Colorado,State and Local,Transit,Expenditure,2007,695532
Colorado,State and Local,Transit,Expenditure,2006,656023
Colorado,State and Local,Transit,Expenditure,2005,574946
Colorado,State and Local,Transit,Expenditure,2004,491364
Connecticut,Local,Highway,Expenditure,2021,876906
Connecticut,Local,Highway,Expenditure,2020,823363
Connecticut,Local,Highway,Expenditure,2019,882204
Connecticut,Local,Highway,Expenditure,2018,928822
Connecticut,Local,Highway,Expenditure,2017,843510
Connecticut,Local,Highway,Expenditure,2016,924773
Connecticut,Local,Highway,Expenditure,2015,928025
Connecticut,Local,Highway,Expenditure,2014,820549
Connecticut,Local,Highway,Expenditure,2013,750802
Connecticut,Local,Highway,Expenditure,2012,769729
Connecticut,Local,Highway,Expenditure,2011,671562
Connecticut,Local,Highway,Expenditure,2010,659846
Connecticut,Local,Highway,Expenditure,2009,618712
Connecticut,Local,Highway,Expenditure,2008,667991
Connecticut,Local,Highway,Expenditure,2007,577868
Connecticut,Local,Highway,Expenditure,2006,593954
Connecticut,Local,Highway,Expenditure,2005,579506
Connecticut,Local,Highway,Expenditure,2004,505871
Connecticut,Local,Transit,Expenditure,2021,121114
Connecticut,Local,Transit,Expenditure,2020,129677
Connecticut,Local,Transit,Expenditure,2019,113133
Connecticut,Local,Transit,Expenditure,2018,114724
Connecticut,Local,Transit,Expenditure,2017,151034
Connecticut,Local,Transit,Expenditure,2016,108333
Connecticut,Local,Transit,Expenditure,2015,108819
Connecticut,Local,Transit,Expenditure,2014,105716
Connecticut,Local,Transit,Expenditure,2013,112755
Connecticut,Local,Transit,Expenditure,2012,108150
Connecticut,Local,Transit,Expenditure,2011,101747
Connecticut,Local,Transit,Expenditure,2010,93381
Connecticut,Local,Transit,Expenditure,2009,81485
Connecticut,Local,Transit,Expenditure,2008,79003
Connecticut,Local,Transit,Expenditure,2007,81780
Connecticut,Local,Transit,Expenditure,2006,67848
Connecticut,Local,Transit,Expenditure,2005,60939
Connecticut,Local,Transit,Expenditure,2004,72906
Connecticut,State,Highway,Expenditure,2021,2431193
Connecticut,State,Highway,Expenditure,2020,2375674
Connecticut,State,Highway,Expenditure,2019,2362247
Connecticut,State,Highway,Expenditure,2018,2368731
Connecticut,State,Highway,Expenditure,2017,2651112
Connecticut,State,Highway,Expenditure,2016,3019245
Connecticut,State,Highway,Expenditure,2015,2609492
Connecticut,State,Highway,Expenditure,2014,2626604
Connecticut,State,Highway,Expenditure,2013,2522671
Connecticut,State,Highway,Expenditure,2012,2325115
Connecticut,State,Highway,Expenditure,2011,1615448
Connecticut,State,Highway,Expenditure,2010,1760522
Connecticut,State,Highway,Expenditure,2009,1490700
Connecticut,State,Highway,Expenditure,2008,1220634
Connecticut,State,Highway,Expenditure,2007,1125660
Connecticut,State,Highway,Expenditure,2006,1236104
Connecticut,State,Highway,Expenditure,2005,1179676
Connecticut,State,Highway,Expenditure,2004,1264299
Connecticut,State,Transit,Expenditure,2021,849930
Connecticut,State,Transit,Expenditure,2020,596696
Connecticut,State,Transit,Expenditure,2019,551670
Connecticut,State,Transit,Expenditure,2018,586768
Connecticut,State,Transit,Expenditure,2017,514746
Connecticut,State,Transit,Expenditure,2016,532384
Connecticut,State,Transit,Expenditure,2015,532100
Connecticut,State,Transit,Expenditure,2014,494877
Connecticut,State,Transit,Expenditure,2013,482334
Connecticut,State,Transit,Expenditure,2012,456317
Connecticut,State,Transit,Expenditure,2011,616309
Connecticut,State,Transit,Expenditure,2010,526315
Connecticut,State,Transit,Expenditure,2009,512894
Connecticut,State,Transit,Expenditure,2008,405423
Connecticut,State,Transit,Expenditure,2007,318497
Connecticut,State,Transit,Expenditure,2006,275999
Connecticut,State,Transit,Expenditure,2005,253038
Connecticut,State,Transit,Expenditure,2004,224252
Connecticut,State and Local,Highway,Expenditure,2021,3308099
Connecticut,State and Local,Highway,Expenditure,2020,3199037
Connecticut,State and Local,Highway,Expenditure,2019,3244451
Connecticut,State and Local,Highway,Expenditure,2018,3297553
Connecticut,State and Local,Highway,Expenditure,2017,3494622
Connecticut,State and Local,Highway,Expenditure,2016,3944018
Connecticut,State and Local,Highway,Expenditure,2015,3537517
Connecticut,State and Local,Highway,Expenditure,2014,3447153
Connecticut,State and Local,Highway,Expenditure,2013,3273473
Connecticut,State and Local,Highway,Expenditure,2012,3094844
Connecticut,State and Local,Highway,Expenditure,2011,2287010
Connecticut,State and Local,Highway,Expenditure,2010,2420368
Connecticut,State and Local,Highway,Expenditure,2009,2109412
Connecticut,State and Local,Highway,Expenditure,2008,1888625
Connecticut,State and Local,Highway,Expenditure,2007,1703528
Connecticut,State and Local,Highway,Expenditure,2006,1830058
Connecticut,State and Local,Highway,Expenditure,2005,1759182
Connecticut,State and Local,Highway,Expenditure,2004,1770170
Connecticut,State and Local,Transit,Expenditure,2021,971044
Connecticut,State and Local,Transit,Expenditure,2020,726373
Connecticut,State and Local,Transit,Expenditure,2019,664803
Connecticut,State and Local,Transit,Expenditure,2018,701492
Connecticut,State and Local,Transit,Expenditure,2017,665780
Connecticut,State and Local,Transit,Expenditure,2016,640717
Connecticut,State and Local,Transit,Expenditure,2015,640919
Connecticut,State and Local,Transit,Expenditure,2014,600593
Connecticut,State and Local,Transit,Expenditure,2013,595089
Connecticut,State and Local,Transit,Expenditure,2012,564467
Connecticut,State and Local,Transit,Expenditure,2011,718056
Connecticut,State and Local,Transit,Expenditure,2010,619696
Connecticut,State and Local,Transit,Expenditure,2009,594379
Connecticut,State and Local,Transit,Expenditure,2008,484426
Connecticut,State and Local,Transit,Expenditure,2007,400277
Connecticut,State and Local,Transit,Expenditure,2006,343847
Connecticut,State and Local,Transit,Expenditure,2005,313977
Connecticut,State and Local,Transit,Expenditure,2004,297158
Delaware,Local,Highway,Expenditure,2021,203560
Delaware,Local,Highway,Expenditure,2020,229759
Delaware,Local,Highway,Expenditure,2019,253196
Delaware,Local,Highway,Expenditure,2018,320350
Delaware,Local,Highway,Expenditure,2017,283822
Delaware,Local,Highway,Expenditure,2016,223374
Delaware,Local,Highway,Expenditure,2015,181559
Delaware,Local,Highway,Expenditure,2014,168420
Delaware,Local,Highway,Expenditure,2013,183784
Delaware,Local,Highway,Expenditure,2012,175204
Delaware,Local,Highway,Expenditure,2011,175369
Delaware,Local,Highway,Expenditure,2010,226728
Delaware,Local,Highway,Expenditure,2009,137351
Delaware,Local,Highway,Expenditure,2008,135870
Delaware,Local,Highway,Expenditure,2007,104560
Delaware,Local,Highway,Expenditure,2006,164121
Delaware,Local,Highway,Expenditure,2005,142372
Delaware,Local,Highway,Expenditure,2004,142930
Delaware,Local,Transit,Expenditure,2021,155
Delaware,Local,Transit,Expenditure,2020,335
Delaware,Local,Transit,Expenditure,2019,337
Delaware,Local,Transit,Expenditure,2018,328
