State,Mode,Year,Commute mode share (percent)
Missouri,"Taxi, motorcycle, or other",2012,0.010918434
Missouri,Public transportation,2012,0.012889706
Missouri,Worked at home,2012,0.043974728
Missouri,Carpool,2012,0.097099231
Missouri,Drove alone,2012,0.813193991
Missouri,Bicycle,2011,0.001813004
Missouri,Walked,2011,0.02037624
Missouri,"Taxi, motorcycle, or other",2011,0.010331719
Missouri,Public transportation,2011,0.014222377
Missouri,Worked at home,2011,0.042080168
Missouri,Carpool,2011,0.097250555
Missouri,Drove alone,2011,0.813925939
Missouri,Bicycle,2010,0.002603446
Missouri,Walked,2010,0.020535668
Missouri,"Taxi, motorcycle, or other",2010,0.009424282
Missouri,Public transportation,2010,0.015631391
Missouri,Worked at home,2010,0.041634074
Missouri,Carpool,2010,0.09268578
Missouri,Drove alone,2010,0.817485358
Montana,Bicycle,2022,0.009558452
Montana,Walked,2022,0.043560369
Montana,"Taxi, motorcycle, or other",2022,0.013203133
Montana,Public transportation,2022,0.004940527
Montana,Worked at home,2022,0.125947191
Montana,Carpool,2022,0.109006947
Montana,Drove alone,2022,0.693783382
Montana,Bicycle,2021,0.012232047
Montana,Walked,2021,0.035632652
Montana,"Taxi, motorcycle, or other",2021,0.008253524
Montana,Public transportation,2021,0.004093289
Montana,Worked at home,2021,0.140438058
Montana,Carpool,2021,0.086840842
Montana,Drove alone,2021,0.712509588
Montana,"Taxi, motorcycle, or other",2020,0.06453066
Montana,Public transportation,2020,0.006782496
Montana,Worked at home,2020,0.136370669
Montana,Carpool,2020,0.088342842
Montana,Drove alone,2020,0.703973332
Montana,Bicycle,2019,0.012074746
Montana,Walked,2019,0.041759224
Montana,"Taxi, motorcycle, or other",2019,0.010939762
Montana,Public transportation,2019,0.009247005
Montana,Worked at home,2019,0.065284863
Montana,Carpool,2019,0.098955388
Montana,Drove alone,2019,0.761739012
Montana,Bicycle,2018,0.011952772
Montana,Walked,2018,0.054755855
Montana,"Taxi, motorcycle, or other",2018,0.009260338
Montana,Public transportation,2018,0.007529489
Montana,Worked at home,2018,0.072992913
Montana,Carpool,2018,0.094526551
Montana,Drove alone,2018,0.748982082
Montana,Bicycle,2017,0.011098812
Montana,Walked,2017,0.049377424
Montana,"Taxi, motorcycle, or other",2017,0.012302084
Montana,Public transportation,2017,0.007858627
Montana,Worked at home,2017,0.065358141
Montana,Carpool,2017,0.089187653
Montana,Drove alone,2017,0.764817258
Montana,Bicycle,2016,0.012363216
Montana,Walked,2016,0.056756751
Montana,"Taxi, motorcycle, or other",2016,0.009248233
Montana,Public transportation,2016,0.00675383
Montana,Worked at home,2016,0.063631473
Montana,Carpool,2016,0.091585719
Montana,Drove alone,2016,0.759660777
Montana,Bicycle,2015,0.016271282
Montana,Walked,2015,0.056158234
Montana,"Taxi, motorcycle, or other",2015,0.010544518
Montana,Public transportation,2015,0.007796828
Montana,Worked at home,2015,0.060137219
Montana,Carpool,2015,0.103974234
Montana,Drove alone,2015,0.745117686
Montana,Bicycle,2014,0.011699847
Montana,Walked,2014,0.046019124
Montana,"Taxi, motorcycle, or other",2014,0.008914656
Montana,Public transportation,2014,0.010737318
Montana,Worked at home,2014,0.071421696
Montana,Carpool,2014,0.104135393
Montana,Drove alone,2014,0.747071966
Montana,Bicycle,2013,0.015180302
Montana,Walked,2013,0.052763909
Montana,"Taxi, motorcycle, or other",2013,0.012903782
Montana,Public transportation,2013,0.00683587
Montana,Worked at home,2013,0.059917481
Montana,Carpool,2013,0.101006339
Montana,Drove alone,2013,0.751392317
Montana,Bicycle,2012,0.015859491
Montana,Walked,2012,0.048279083
Montana,"Taxi, motorcycle, or other",2012,0.009848537
Montana,Public transportation,2012,0.009509803
Montana,Worked at home,2012,0.065363066
Montana,Carpool,2012,0.107058925
Montana,Drove alone,2012,0.744081094
Montana,Bicycle,2011,0.013466747
Montana,Walked,2011,0.047538319
Montana,"Taxi, motorcycle, or other",2011,0.01063701
Montana,Public transportation,2011,0.008765389
Montana,Worked at home,2011,0.057521005
Montana,Carpool,2011,0.103971618
Montana,Drove alone,2011,0.758099912
Montana,Bicycle,2010,0.010747895
Montana,Walked,2010,0.051778197
Montana,"Taxi, motorcycle, or other",2010,0.010204304
Montana,Public transportation,2010,0.008384358
Montana,Worked at home,2010,0.065474534
Montana,Carpool,2010,0.097089827
Montana,Drove alone,2010,0.756320884
Nebraska,Bicycle,2022,0.002790791
Nebraska,Walked,2022,0.022670871
Nebraska,"Taxi, motorcycle, or other",2022,0.010186634
Nebraska,Public transportation,2022,0.004079379
Nebraska,Worked at home,2022,0.108376212
Nebraska,Carpool,2022,0.087261688
Nebraska,Drove alone,2022,0.764634426
Nebraska,Bicycle,2021,0.003050761
Nebraska,Walked,2021,0.02399318
Nebraska,"Taxi, motorcycle, or other",2021,0.010705883
Nebraska,Public transportation,2021,0.004216209
Nebraska,Worked at home,2021,0.128226024
Nebraska,Carpool,2021,0.080103019
Nebraska,Drove alone,2021,0.749704925
Nebraska,"Taxi, motorcycle, or other",2020,0.038108958
Nebraska,Public transportation,2020,0.003801043
Nebraska,Worked at home,2020,0.112048321
Nebraska,Carpool,2020,0.079602036
Nebraska,Drove alone,2020,0.766439641
Nebraska,Bicycle,2019,0.003100069
Nebraska,Walked,2019,0.027526097
Nebraska,"Taxi, motorcycle, or other",2019,0.007345686
Nebraska,Public transportation,2019,0.008148667
Nebraska,Worked at home,2019,0.046377194
Nebraska,Carpool,2019,0.089624356
Nebraska,Drove alone,2019,0.817877931
Nebraska,Bicycle,2018,0.003227465
Nebraska,Walked,2018,0.024690156
Nebraska,"Taxi, motorcycle, or other",2018,0.007560156
Nebraska,Public transportation,2018,0.005656936
Nebraska,Worked at home,2018,0.050967175
Nebraska,Carpool,2018,0.087137493
Nebraska,Drove alone,2018,0.820760619
Nebraska,Bicycle,2017,0.002777335
Nebraska,Walked,2017,0.027362967
Nebraska,"Taxi, motorcycle, or other",2017,0.008150393
Nebraska,Public transportation,2017,0.006890158
Nebraska,Worked at home,2017,0.047034082
Nebraska,Carpool,2017,0.090785129
Nebraska,Drove alone,2017,0.816999937
Nebraska,Bicycle,2016,0.005531679
Nebraska,Walked,2016,0.024611812
Nebraska,"Taxi, motorcycle, or other",2016,0.009480531
Nebraska,Public transportation,2016,0.005959719
Nebraska,Worked at home,2016,0.044164125
Nebraska,Carpool,2016,0.089886441
Nebraska,Drove alone,2016,0.820365692
Nebraska,Bicycle,2015,0.004859318
Nebraska,Walked,2015,0.028423879
Nebraska,"Taxi, motorcycle, or other",2015,0.010468119
Nebraska,Public transportation,2015,0.007766901
Nebraska,Worked at home,2015,0.039351954
Nebraska,Carpool,2015,0.089591943
Nebraska,Drove alone,2015,0.819537887
Nebraska,Bicycle,2014,0.004486191
Nebraska,Walked,2014,0.028576862
Nebraska,"Taxi, motorcycle, or other",2014,0.007115279
Nebraska,Public transportation,2014,0.006588221
Nebraska,Worked at home,2014,0.040413957
Nebraska,Carpool,2014,0.095354038
Nebraska,Drove alone,2014,0.817465452
Nebraska,Bicycle,2013,0.004655027
Nebraska,Walked,2013,0.027424114
Nebraska,"Taxi, motorcycle, or other",2013,0.008261285
Nebraska,Public transportation,2013,0.007892487
Nebraska,Worked at home,2013,0.043783239
Nebraska,Carpool,2013,0.093141405
Nebraska,Drove alone,2013,0.814842444
Nebraska,Bicycle,2012,0.006549176
Nebraska,Walked,2012,0.028074838
Nebraska,"Taxi, motorcycle, or other",2012,0.00775021
Nebraska,Public transportation,2012,0.006487909
Nebraska,Worked at home,2012,0.04880298
Nebraska,Carpool,2012,0.100229855
Nebraska,Drove alone,2012,0.802105032
Nebraska,Bicycle,2011,0.004588392
Nebraska,Walked,2011,0.027812698
Nebraska,"Taxi, motorcycle, or other",2011,0.007928235
Nebraska,Public transportation,2011,0.007073682
Nebraska,Worked at home,2011,0.046657957
Nebraska,Carpool,2011,0.093425416
Nebraska,Drove alone,2011,0.812513621
Nebraska,Bicycle,2010,0.004104646
Nebraska,Walked,2010,0.027601626
Nebraska,"Taxi, motorcycle, or other",2010,0.007585238
Nebraska,Public transportation,2010,0.005751062
Nebraska,Worked at home,2010,0.043153045
Nebraska,Carpool,2010,0.097906978
Nebraska,Drove alone,2010,0.813897406
Nevada,Bicycle,2022,0.003252355
Nevada,Walked,2022,0.014165903
Nevada,"Taxi, motorcycle, or other",2022,0.026534678
Nevada,Public transportation,2022,0.02235488
Nevada,Worked at home,2022,0.121780424
Nevada,Carpool,2022,0.11234866
Nevada,Drove alone,2022,0.6995631
Nevada,Bicycle,2021,0.001959589
Nevada,Walked,2021,0.013115867
Nevada,"Taxi, motorcycle, or other",2021,0.028735653
Nevada,Public transportation,2021,0.019849196
Nevada,Worked at home,2021,0.12973843
Nevada,Carpool,2021,0.102511959
Nevada,Drove alone,2021,0.704089307
Nevada,"Taxi, motorcycle, or other",2020,0.037773938
Nevada,Public transportation,2020,0.027366706
Nevada,Worked at home,2020,0.117647231
Nevada,Carpool,2020,0.096356479
Nevada,Drove alone,2020,0.720855646
Nevada,Bicycle,2019,0.002487274
Nevada,Walked,2019,0.015934572
Nevada,"Taxi, motorcycle, or other",2019,0.026218364
Nevada,Public transportation,2019,0.030649463
Nevada,Worked at home,2019,0.048767417
Nevada,Carpool,2019,0.106200596
Nevada,Drove alone,2019,0.769742313
Nevada,Bicycle,2018,0.002250541
Nevada,Walked,2018,0.017529129
Nevada,"Taxi, motorcycle, or other",2018,0.021999372
Nevada,Public transportation,2018,0.029255632
Nevada,Worked at home,2018,0.041628352
Nevada,Carpool,2018,0.104609159
Nevada,Drove alone,2018,0.782727816
Nevada,Bicycle,2017,0.003571197
Nevada,Walked,2017,0.019390266
Nevada,"Taxi, motorcycle, or other",2017,0.020120333
Nevada,Public transportation,2017,0.030843905
Nevada,Worked at home,2017,0.042979843
Nevada,Carpool,2017,0.098022189
Nevada,Drove alone,2017,0.785072269
Nevada,Bicycle,2016,0.00370644
Nevada,Walked,2016,0.016777801
Nevada,"Taxi, motorcycle, or other",2016,0.013951142
Nevada,Public transportation,2016,0.033955301
Nevada,Worked at home,2016,0.042189705
Nevada,Carpool,2016,0.1017339
Nevada,Drove alone,2016,0.787685709
Nevada,Bicycle,2015,0.004506505
Nevada,Walked,2015,0.021782708
Nevada,"Taxi, motorcycle, or other",2015,0.016711179
Nevada,Public transportation,2015,0.037173723
Nevada,Worked at home,2015,0.036582083
Nevada,Carpool,2015,0.105284611
Nevada,Drove alone,2015,0.777959191
Nevada,Bicycle,2014,0.004767364
Nevada,Walked,2014,0.020734127
Nevada,"Taxi, motorcycle, or other",2014,0.019835362
Nevada,Public transportation,2014,0.042520201
Nevada,Worked at home,2014,0.032132817
Nevada,Carpool,2014,0.104407624
Nevada,Drove alone,2014,0.775602505
Nevada,Bicycle,2013,0.004193298
Nevada,Walked,2013,0.022267718
Nevada,"Taxi, motorcycle, or other",2013,0.015025114
Nevada,Public transportation,2013,0.033660299
Nevada,Worked at home,2013,0.035601715
Nevada,Carpool,2013,0.105428503
Nevada,Drove alone,2013,0.783823354
Nevada,Bicycle,2012,0.004088478
Nevada,Walked,2012,0.02294086
Nevada,"Taxi, motorcycle, or other",2012,0.01675347
Nevada,Public transportation,2012,0.036212588
Nevada,Worked at home,2012,0.030882685
Nevada,Carpool,2012,0.108816166
Nevada,Drove alone,2012,0.780305752
Nevada,Bicycle,2011,0.003799231
Nevada,Walked,2011,0.02056385
Nevada,"Taxi, motorcycle, or other",2011,0.016402908
Nevada,Public transportation,2011,0.034750331
Nevada,Worked at home,2011,0.02753708
Nevada,Carpool,2011,0.111165475
Nevada,Drove alone,2011,0.785781125
Nevada,Bicycle,2010,0.006202352
Nevada,Walked,2010,0.017832606
Nevada,"Taxi, motorcycle, or other",2010,0.013710373
Nevada,Public transportation,2010,0.032848648
Nevada,Worked at home,2010,0.03697257
Nevada,Carpool,2010,0.109796996
Nevada,Drove alone,2010,0.782636456
New Hampshire,Bicycle,2022,0.002545402
New Hampshire,Walked,2022,0.021356707
New Hampshire,"Taxi, motorcycle, or other",2022,0.011401448
New Hampshire,Public transportation,2022,0.002866627
New Hampshire,Worked at home,2022,0.172763387
New Hampshire,Carpool,2022,0.078552347
New Hampshire,Drove alone,2022,0.710514082
New Hampshire,Bicycle,2021,0.000754301
New Hampshire,Walked,2021,0.021581468
New Hampshire,"Taxi, motorcycle, or other",2021,0.011605052
New Hampshire,Public transportation,2021,0.003450962
New Hampshire,Worked at home,2021,0.193428442
New Hampshire,Carpool,2021,0.069619398
New Hampshire,Drove alone,2021,0.699560378
New Hampshire,"Taxi, motorcycle, or other",2020,0.029623432
New Hampshire,Public transportation,2020,0.005875353
New Hampshire,Worked at home,2020,0.161949411
New Hampshire,Carpool,2020,0.053797053
New Hampshire,Drove alone,2020,0.748754751
New Hampshire,Bicycle,2019,0.003162006
New Hampshire,Walked,2019,0.024165082
New Hampshire,"Taxi, motorcycle, or other",2019,0.008762919
New Hampshire,Public transportation,2019,0.00874771
New Hampshire,Worked at home,2019,0.073308216
New Hampshire,Carpool,2019,0.078281428
New Hampshire,Drove alone,2019,0.803572638
New Hampshire,Bicycle,2018,0.002586889
New Hampshire,Walked,2018,0.025668606
New Hampshire,"Taxi, motorcycle, or other",2018,0.012047872
New Hampshire,Public transportation,2018,0.009007192
New Hampshire,Worked at home,2018,0.068609285
New Hampshire,Carpool,2018,0.074379714
New Hampshire,Drove alone,2018,0.807700442
New Hampshire,Bicycle,2017,0.002737473
New Hampshire,Walked,2017,0.023878176
New Hampshire,"Taxi, motorcycle, or other",2017,0.011609357
New Hampshire,Public transportation,2017,0.007242869
New Hampshire,Worked at home,2017,0.062449751
New Hampshire,Carpool,2017,0.082949231
New Hampshire,Drove alone,2017,0.809133143
New Hampshire,Bicycle,2016,0.002824887
New Hampshire,Walked,2016,0.031198486
New Hampshire,"Taxi, motorcycle, or other",2016,0.011344904
New Hampshire,Public transportation,2016,0.008994848
New Hampshire,Worked at home,2016,0.062504695
New Hampshire,Carpool,2016,0.085728865
New Hampshire,Drove alone,2016,0.797403315
New Hampshire,Bicycle,2015,0.002865087
New Hampshire,Walked,2015,0.027447387
New Hampshire,"Taxi, motorcycle, or other",2015,0.00957614
New Hampshire,Public transportation,2015,0.008901157
New Hampshire,Worked at home,2015,0.065234937
New Hampshire,Carpool,2015,0.075167238
New Hampshire,Drove alone,2015,0.810808055
New Hampshire,Bicycle,2014,0.003055268
New Hampshire,Walked,2014,0.025891752
New Hampshire,"Taxi, motorcycle, or other",2014,0.011363554
New Hampshire,Public transportation,2014,0.007450769
New Hampshire,Worked at home,2014,0.060171999
New Hampshire,Carpool,2014,0.078127347
New Hampshire,Drove alone,2014,0.813939312
New Hampshire,Bicycle,2013,0.00218117
New Hampshire,Walked,2013,0.031032234
New Hampshire,"Taxi, motorcycle, or other",2013,0.009109852
New Hampshire,Public transportation,2013,0.010032201
New Hampshire,Worked at home,2013,0.054189824
New Hampshire,Carpool,2013,0.081357048
New Hampshire,Drove alone,2013,0.812097672
New Hampshire,Bicycle,2012,0.002731708
New Hampshire,Walked,2012,0.031018912
New Hampshire,"Taxi, motorcycle, or other",2012,0.009702731
New Hampshire,Public transportation,2012,0.00667718
New Hampshire,Worked at home,2012,0.058303506
New Hampshire,Carpool,2012,0.072337102
New Hampshire,Drove alone,2012,0.819228861
New Hampshire,Bicycle,2011,0.0017927
New Hampshire,Walked,2011,0.028096058
New Hampshire,"Taxi, motorcycle, or other",2011,0.011121294
New Hampshire,Public transportation,2011,0.007473307
New Hampshire,Worked at home,2011,0.05927085
New Hampshire,Carpool,2011,0.086258205
New Hampshire,Drove alone,2011,0.805987587
New Hampshire,Bicycle,2010,0.001570023
New Hampshire,Walked,2010,0.028178024
New Hampshire,"Taxi, motorcycle, or other",2010,0.009432125
New Hampshire,Public transportation,2010,0.009135498
New Hampshire,Worked at home,2010,0.058696102
New Hampshire,Carpool,2010,0.077154363
New Hampshire,Drove alone,2010,0.815833865
New Jersey,Bicycle,2022,0.003056537
New Jersey,Walked,2022,0.030129376
New Jersey,"Taxi, motorcycle, or other",2022,0.02192364
New Jersey,Public transportation,2022,0.079825791
New Jersey,Worked at home,2022,0.166756705
New Jersey,Carpool,2022,0.082843756
New Jersey,Drove alone,2022,0.615464194
New Jersey,Bicycle,2021,0.002732327
New Jersey,Walked,2021,0.023794487
New Jersey,"Taxi, motorcycle, or other",2021,0.023291378
New Jersey,Public transportation,2021,0.058704938
New Jersey,Worked at home,2021,0.221429944
New Jersey,Carpool,2021,0.071465915
New Jersey,Drove alone,2021,0.598581011
New Jersey,"Taxi, motorcycle, or other",2020,0.045433301
New Jersey,Public transportation,2020,0.070638628
New Jersey,Worked at home,2020,0.191206573
New Jersey,Carpool,2020,0.066456121
New Jersey,Drove alone,2020,0.626265377
New Jersey,Bicycle,2019,0.002441952
New Jersey,Walked,2019,0.026865539
New Jersey,"Taxi, motorcycle, or other",2019,0.017580423
New Jersey,Public transportation,2019,0.115525845
New Jersey,Worked at home,2019,0.049176056
New Jersey,Carpool,2019,0.078850428
New Jersey,Drove alone,2019,0.709559757
New Jersey,Bicycle,2018,0.002568944
New Jersey,Walked,2018,0.025620309
New Jersey,"Taxi, motorcycle, or other",2018,0.01768403
New Jersey,Public transportation,2018,0.117028503
New Jersey,Worked at home,2018,0.046655768
New Jersey,Carpool,2018,0.081913084
New Jersey,Drove alone,2018,0.708529362
New Jersey,Bicycle,2017,0.002658517
New Jersey,Walked,2017,0.029489063
New Jersey,"Taxi, motorcycle, or other",2017,0.015101593
New Jersey,Public transportation,2017,0.118166247
New Jersey,Worked at home,2017,0.045734297
New Jersey,Carpool,2017,0.079221227
New Jersey,Drove alone,2017,0.709629057
New Jersey,Bicycle,2016,0.002869598
New Jersey,Walked,2016,0.028546489
New Jersey,"Taxi, motorcycle, or other",2016,0.014667525
New Jersey,Public transportation,2016,0.117718656
New Jersey,Worked at home,2016,0.044038388
New Jersey,Carpool,2016,0.08424487
New Jersey,Drove alone,2016,0.707914475
New Jersey,Bicycle,2015,0.003091817
New Jersey,Walked,2015,0.032678425
New Jersey,"Taxi, motorcycle, or other",2015,0.014247236
New Jersey,Public transportation,2015,0.116078384
New Jersey,Worked at home,2015,0.040850774
New Jersey,Carpool,2015,0.074743383
New Jersey,Drove alone,2015,0.718309981
New Jersey,Bicycle,2014,0.00355664
New Jersey,Walked,2014,0.031069622
New Jersey,"Taxi, motorcycle, or other",2014,0.016629108
New Jersey,Public transportation,2014,0.109964805
New Jersey,Worked at home,2014,0.042047627
New Jersey,Carpool,2014,0.07930534
New Jersey,Drove alone,2014,0.717426858
New Jersey,Bicycle,2013,0.003770264
New Jersey,Walked,2013,0.028815353
New Jersey,"Taxi, motorcycle, or other",2013,0.01620052
New Jersey,Public transportation,2013,0.111179117
New Jersey,Worked at home,2013,0.039930768
New Jersey,Carpool,2013,0.079942904
New Jersey,Drove alone,2013,0.720161074
New Jersey,Bicycle,2012,0.003933241
New Jersey,Walked,2012,0.030431633
New Jersey,"Taxi, motorcycle, or other",2012,0.015705983
New Jersey,Public transportation,2012,0.105900469
New Jersey,Worked at home,2012,0.040993848
New Jersey,Carpool,2012,0.082851108
New Jersey,Drove alone,2012,0.720183718
New Jersey,Bicycle,2011,0.003053337
New Jersey,Walked,2011,0.031083596
New Jersey,"Taxi, motorcycle, or other",2011,0.01385516
New Jersey,Public transportation,2011,0.110341298
New Jersey,Worked at home,2011,0.0384119
New Jersey,Carpool,2011,0.084796416
New Jersey,Drove alone,2011,0.718458293
New Jersey,Bicycle,2010,0.003888626
New Jersey,Walked,2010,0.029162231
New Jersey,"Taxi, motorcycle, or other",2010,0.015264203
New Jersey,Public transportation,2010,0.108418829
New Jersey,Worked at home,2010,0.035872492
New Jersey,Carpool,2010,0.083984069
New Jersey,Drove alone,2010,0.72340955
New Mexico,Bicycle,2022,0.004771842
New Mexico,Walked,2022,0.021674293
New Mexico,"Taxi, motorcycle, or other",2022,0.013195876
New Mexico,Public transportation,2022,0.006893845
New Mexico,Worked at home,2022,0.119830282
New Mexico,Carpool,2022,0.100702394
New Mexico,Drove alone,2022,0.732931468
New Mexico,Bicycle,2021,0.005857084
New Mexico,Walked,2021,0.016270819
New Mexico,"Taxi, motorcycle, or other",2021,0.014656958
New Mexico,Public transportation,2021,0.003658541
New Mexico,Worked at home,2021,0.152329784
New Mexico,Carpool,2021,0.085174476
New Mexico,Drove alone,2021,0.722052339
New Mexico,"Taxi, motorcycle, or other",2020,0.031667361
New Mexico,Public transportation,2020,0.005656399
New Mexico,Worked at home,2020,0.12841802
New Mexico,Carpool,2020,0.091748506
New Mexico,Drove alone,2020,0.742509714
New Mexico,Bicycle,2019,0.006695192
New Mexico,Walked,2019,0.01995121
New Mexico,"Taxi, motorcycle, or other",2019,0.011193163
New Mexico,Public transportation,2019,0.01053675
New Mexico,Worked at home,2019,0.050765173
New Mexico,Carpool,2019,0.093547659
New Mexico,Drove alone,2019,0.807310854
New Mexico,Bicycle,2018,0.005715226
New Mexico,Walked,2018,0.017926222
New Mexico,"Taxi, motorcycle, or other",2018,0.009639658
New Mexico,Public transportation,2018,0.010894471
New Mexico,Worked at home,2018,0.050995908
New Mexico,Carpool,2018,0.111548048
New Mexico,Drove alone,2018,0.793280467
New Mexico,Bicycle,2017,0.006270685
New Mexico,Walked,2017,0.020297217
New Mexico,"Taxi, motorcycle, or other",2017,0.011499333
New Mexico,Public transportation,2017,0.010652317
New Mexico,Worked at home,2017,0.050922485
New Mexico,Carpool,2017,0.106256606
New Mexico,Drove alone,2017,0.794101356
New Mexico,Bicycle,2016,0.007183707
New Mexico,Walked,2016,0.022596727
New Mexico,"Taxi, motorcycle, or other",2016,0.010980012
New Mexico,Public transportation,2016,0.014192007
New Mexico,Worked at home,2016,0.050903288
New Mexico,Carpool,2016,0.094437212
New Mexico,Drove alone,2016,0.799707048
New Mexico,Bicycle,2015,0.006071624
New Mexico,Walked,2015,0.022833273
New Mexico,"Taxi, motorcycle, or other",2015,0.009603811
New Mexico,Public transportation,2015,0.009221984
New Mexico,Worked at home,2015,0.048185465
New Mexico,Carpool,2015,0.09049535
New Mexico,Drove alone,2015,0.813588493
New Mexico,Bicycle,2014,0.008444177
New Mexico,Walked,2014,0.020566062
New Mexico,"Taxi, motorcycle, or other",2014,0.012473727
New Mexico,Public transportation,2014,0.01253103
New Mexico,Worked at home,2014,0.047638312
New Mexico,Carpool,2014,0.095221614
New Mexico,Drove alone,2014,0.803125079
New Mexico,Bicycle,2013,0.009487414
New Mexico,Walked,2013,0.022582587
New Mexico,"Taxi, motorcycle, or other",2013,0.016271897
New Mexico,Public transportation,2013,0.010957327
New Mexico,Worked at home,2013,0.043698728
New Mexico,Carpool,2013,0.105150822
New Mexico,Drove alone,2013,0.791851224
New Mexico,Bicycle,2012,0.00521795
New Mexico,Walked,2012,0.022663881
New Mexico,"Taxi, motorcycle, or other",2012,0.013026388
New Mexico,Public transportation,2012,0.011368337
New Mexico,Worked at home,2012,0.045401711
New Mexico,Carpool,2012,0.113228127
New Mexico,Drove alone,2012,0.789093607
New Mexico,Bicycle,2011,0.00794371
New Mexico,Walked,2011,0.024432646
New Mexico,"Taxi, motorcycle, or other",2011,0.013359666
New Mexico,Public transportation,2011,0.010699786
New Mexico,Worked at home,2011,0.050315187
New Mexico,Carpool,2011,0.100121578
New Mexico,Drove alone,2011,0.793127427
New Mexico,Bicycle,2010,0.006428046
New Mexico,Walked,2010,0.022052336
New Mexico,"Taxi, motorcycle, or other",2010,0.009132138
New Mexico,Public transportation,2010,0.011597291
New Mexico,Worked at home,2010,0.048780886
New Mexico,Carpool,2010,0.10408889
New Mexico,Drove alone,2010,0.797920413
New York,Bicycle,2022,0.008470737
New York,Walked,2022,0.055931718
New York,"Taxi, motorcycle, or other",2022,0.020629071
New York,Public transportation,2022,0.214696129
New York,Worked at home,2022,0.144635629
New York,Carpool,2022,0.065281828
New York,Drove alone,2022,0.490354887
New York,Bicycle,2021,0.007623992
New York,Walked,2021,0.052928703
New York,"Taxi, motorcycle, or other",2021,0.018833318
New York,Public transportation,2021,0.172588848
New York,Worked at home,2021,0.196419035
New York,Carpool,2021,0.059260036
New York,Drove alone,2021,0.492346067
New York,"Taxi, motorcycle, or other",2020,0.076945638
New York,Public transportation,2020,0.193936372
New York,Worked at home,2020,0.177150394
New York,Carpool,2020,0.059743877
New York,Drove alone,2020,0.492223719
New York,Bicycle,2019,0.007274792
New York,Walked,2019,0.061942516
New York,"Taxi, motorcycle, or other",2019,0.015265118
New York,Public transportation,2019,0.277237226
New York,Worked at home,2019,0.04796644
New York,Carpool,2019,0.062652009
New York,Drove alone,2019,0.527661899
New York,Bicycle,2018,0.007293688
New York,Walked,2018,0.059713079
New York,"Taxi, motorcycle, or other",2018,0.01409601
New York,Public transportation,2018,0.28009704
New York,Worked at home,2018,0.045224514
New York,Carpool,2018,0.062998192
New York,Drove alone,2018,0.530577477
New York,Bicycle,2017,0.007072047
New York,Walked,2017,0.06201409
New York,"Taxi, motorcycle, or other",2017,0.013173336
New York,Public transportation,2017,0.280554495
New York,Worked at home,2017,0.043490339
New York,Carpool,2017,0.062570643
New York,Drove alone,2017,0.531125049
New York,Bicycle,2016,0.007167259
New York,Walked,2016,0.062205183
New York,"Taxi, motorcycle, or other",2016,0.012405994
New York,Public transportation,2016,0.283790004
New York,Worked at home,2016,0.043072759
New York,Carpool,2016,0.065285614
New York,Drove alone,2016,0.526073187
New York,Bicycle,2015,0.00664242
New York,Walked,2015,0.062863677
New York,"Taxi, motorcycle, or other",2015,0.01214119
New York,Public transportation,2015,0.285671397
New York,Worked at home,2015,0.03963213
New York,Carpool,2015,0.065874746
New York,Drove alone,2015,0.527174439
New York,Bicycle,2014,0.006347096
New York,Walked,2014,0.06290079
New York,"Taxi, motorcycle, or other",2014,0.012059351
New York,Public transportation,2014,0.282873497
New York,Worked at home,2014,0.039389118
New York,Carpool,2014,0.065349523
New York,Drove alone,2014,0.531080626
New York,Bicycle,2013,0.006872469
New York,Walked,2013,0.063699622
New York,"Taxi, motorcycle, or other",2013,0.012941242
New York,Public transportation,2013,0.279439139
New York,Worked at home,2013,0.039928045
New York,Carpool,2013,0.068982651
New York,Drove alone,2013,0.528136832
New York,Bicycle,2012,0.005957383
New York,Walked,2012,0.063762694
New York,"Taxi, motorcycle, or other",2012,0.013218192
New York,Public transportation,2012,0.272516937
New York,Worked at home,2012,0.0392007
New York,Carpool,2012,0.068673254
New York,Drove alone,2012,0.536670839
New York,Bicycle,2011,0.005061987
New York,Walked,2011,0.065591468
New York,"Taxi, motorcycle, or other",2011,0.013808838
New York,Public transportation,2011,0.270448095
New York,Worked at home,2011,0.039000366
New York,Carpool,2011,0.067020216
New York,Drove alone,2011,0.539069029
New York,Bicycle,2010,0.004726529
New York,Walked,2010,0.062197212
New York,"Taxi, motorcycle, or other",2010,0.013789149
New York,Public transportation,2010,0.266947562
New York,Worked at home,2010,0.039785747
New York,Carpool,2010,0.069044788
New York,Drove alone,2010,0.543509012
North Carolina,Bicycle,2022,0.001577735
North Carolina,Walked,2022,0.016384471
North Carolina,"Taxi, motorcycle, or other",2022,0.011997218
North Carolina,Public transportation,2022,0.004970596
North Carolina,Worked at home,2022,0.168238002
North Carolina,Carpool,2022,0.084706729
North Carolina,Drove alone,2022,0.712125249
North Carolina,Bicycle,2021,0.001429509
North Carolina,Walked,2021,0.013866258
North Carolina,"Taxi, motorcycle, or other",2021,0.012871719
North Carolina,Public transportation,2021,0.005136167
North Carolina,Worked at home,2021,0.187740962
North Carolina,Carpool,2021,0.0749546
North Carolina,Drove alone,2021,0.704000784
North Carolina,"Taxi, motorcycle, or other",2020,0.029974414
North Carolina,Public transportation,2020,0.008607632
North Carolina,Worked at home,2020,0.155446855
